ID,Faixa_etaria,Idade,Sexo,Genero,Cor_raca,Residencia_fixa,Tempo_rua_RJ,Voltar_cidade_natal
3692,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3693,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3694,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3695,60 a 69,67,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3696,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3697,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3698,31 a 49,40,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3699,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3700,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3701,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3702,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3703,31 a 49,40,Feminino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3704,50 a 59,52,Feminino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3705,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3706,60 a 69,67,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3707,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3708,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3709,31 a 49,40,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3710,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3711,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3712,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3713,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3714,50 a 59,52,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3715,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3716,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3717,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3718,18 a 30,22,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3719,60 a 69,67,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3720,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3721,50 a 59,52,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3722,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3723,50 a 59,52,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3724,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3725,31 a 49,40,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3726,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3727,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3728,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3729,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3730,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3731,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3732,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3733,60 a 69,67,Feminino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3734,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3735,18 a 30,22,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3736,60 a 69,67,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3737,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3738,50 a 59,52,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3739,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3740,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3741,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3742,50 a 59,52,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3743,31 a 49,40,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3744,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3745,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3746,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3747,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3748,31 a 49,40,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3749,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3750,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3751,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3752,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3753,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3754,18 a 30,22,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3755,18 a 30,22,Feminino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3756,18 a 30,22,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3757,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3758,60 a 69,67,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3759,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3760,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3761,18 a 30,22,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3762,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3763,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3764,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3765,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3766,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3767,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3768,50 a 59,52,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3769,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3770,50 a 59,52,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3771,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3772,50 a 59,52,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3773,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3774,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3775,60 a 69,67,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3776,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3777,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3778,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3779,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3780,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3781,12 a 17,16,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3782,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3783,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3784,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3785,12 a 17,16,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3786,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3787,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3788,50 a 59,52,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3789,31 a 49,40,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3790,50 a 59,52,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3791,50 a 59,52,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3792,60 a 69,67,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3793,31 a 49,40,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3794,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3795,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3796,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3797,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3798,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3799,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3800,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3801,60 a 69,67,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3802,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3803,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3804,50 a 59,52,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3805,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3806,50 a 59,52,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3807,50 a 59,52,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3808,60 a 69,67,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3809,18 a 30,22,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3810,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3811,31 a 49,40,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3812,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3813,60 a 69,67,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3814,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3815,31 a 49,40,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3816,18 a 30,22,Masculino,Não se aplica,Não identificada,Não se aplica,Não se aplica,Não se aplica
3817,18 a 30,22,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3818,60 a 69,67,Feminino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3819,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3820,60 a 69,67,Feminino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3821,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3822,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3823,60 a 69,67,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3824,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3825,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3826,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3827,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3828,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3829,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3830,31 a 49,40,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3831,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3832,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3833,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3834,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3835,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3836,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3837,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3838,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3839,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3840,31 a 49,40,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3841,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3842,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3843,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3844,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3845,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3846,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3847,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3848,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3849,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3850,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3851,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3852,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3853,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3854,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3855,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3856,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3857,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3858,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3859,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3860,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3861,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3862,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3863,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3864,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3865,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3866,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3867,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3868,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3869,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3870,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3871,18 a 30,22,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3872,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3873,31 a 49,40,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3874,50 a 59,52,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3875,50 a 59,52,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3876,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3877,12 a 17,16,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3878,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3879,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3880,18 a 30,30,Feminino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3881,60 a 69,67,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3882,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3883,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3884,Não identificada,999,Não identificado,Não se aplica,Não identificada,Não se aplica,Não se aplica,Não se aplica
3885,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3886,Não identificada,999,Não identificado,Não se aplica,Não identificada,Não se aplica,Não se aplica,Não se aplica
3887,Não identificada,999,Não identificado,Não se aplica,Não identificada,Não se aplica,Não se aplica,Não se aplica
3888,31 a 49,40,Feminino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3889,Não identificada,999,Não identificado,Não se aplica,Não identificada,Não se aplica,Não se aplica,Não se aplica
3890,31 a 49,40,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3891,50 a 59,52,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3892,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3893,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3894,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3895,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3896,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3897,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3898,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3899,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3900,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3901,18 a 30,22,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3902,Até 11,2,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3903,12 a 17,16,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3904,Até 11,2,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3905,12 a 17,16,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3906,12 a 17,16,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3907,12 a 17,16,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3908,Não identificada,999,Não identificado,Não se aplica,Não identificada,Não se aplica,Não se aplica,Não se aplica
3909,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3910,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3911,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3912,50 a 59,52,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3913,50 a 59,52,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3914,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3915,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3916,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3917,18 a 30,22,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3918,50 a 59,52,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3919,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3920,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3921,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3922,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3923,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3924,31 a 49,40,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3925,50 a 59,52,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3926,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3927,50 a 59,52,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3928,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3929,50 a 59,52,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3930,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3931,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3932,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3933,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3934,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3935,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3936,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3937,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3938,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3939,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3940,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3941,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3942,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3943,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3944,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3945,50 a 59,52,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3946,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3947,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3948,31 a 49,40,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3949,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3950,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3951,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3952,31 a 49,40,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3953,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3954,18 a 30,22,Feminino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3955,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3956,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3957,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3958,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3959,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3960,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3961,31 a 49,40,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3962,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3963,50 a 59,52,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3964,50 a 59,52,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3965,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3966,18 a 30,22,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3967,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3968,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3969,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3970,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3971,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3972,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3973,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3974,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3975,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3976,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3977,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3978,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3979,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3980,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3981,50 a 59,52,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
